ZCTA5,CBSA,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
71770,31620,2,3218,1599,280777688,280418714,3526,1779,383164153,382617502,24552,11596,1985880492,1984066985,91.26,89.88,73.28,73.29,13.11,13.79,14.14,14.13
71772,11660,2,34,19,324701,324701,34,19,324701,324701,22995,10385,2286517929,2243121932,100,100,100,100,.15,.18,.01,.01
71801,26260,2,16745,7347,787872827,781719178,16745,7347,787872827,781719178,31606,14982,3527087599,3484457405,100,100,100,100,52.98,49.04,22.34,22.43
71825,26260,2,645,275,63626646,63388996,645,275,63626646,63388996,31606,14982,3527087599,3484457405,100,100,100,100,2.04,1.84,1.8,1.82
71827,26260,2,169,109,58759232,58572914,817,429,148944838,148496309,31606,14982,3527087599,3484457405,20.69,25.41,39.45,39.44,.53,.73,1.67,1.68
71834,45500,1,1491,774,391097123,385045777,1491,774,391097123,385045777,136027,57774,4041977350,3912393484,100,100,100,100,1.1,1.34,9.68,9.84
71835,26260,2,1334,650,213823122,212975550,1334,650,213823122,212975550,31606,14982,3527087599,3484457405,100,100,100,100,4.22,4.34,6.06,6.11
71837,45500,1,5227,2107,417919184,411959416,5227,2107,417919184,411959416,136027,57774,4041977350,3912393484,100,100,100,100,3.84,3.65,10.34,10.53
71838,26260,2,1148,637,339531739,330959164,1148,637,339531739,330959164,31606,14982,3527087599,3484457405,100,100,100,100,3.63,4.25,9.63,9.5
71839,45500,1,280,216,104997438,100476426,280,216,104997438,100476426,136027,57774,4041977350,3912393484,100,100,100,100,.21,.37,2.6,2.57
71847,26260,2,673,329,148569590,148315042,673,329,148569590,148315042,31606,14982,3527087599,3484457405,100,100,100,100,2.13,2.2,4.21,4.26
71852,26260,2,1083,524,120483796,120228724,10102,4504,704422504,701724770,31606,14982,3527087599,3484457405,10.72,11.63,17.1,17.13,3.43,3.5,3.42,3.45
71854,45500,1,36438,16175,735921479,721189765,36438,16175,735921479,721189765,136027,57774,4041977350,3912393484,100,100,100,100,26.79,28,18.21,18.43
71855,26260,2,708,387,142790406,142277764,708,387,142790406,142277764,31606,14982,3527087599,3484457405,100,100,100,100,2.24,2.58,4.05,4.08
71857,26260,2,5894,2850,703452930,698296926,5894,2850,703452930,698296926,31606,14982,3527087599,3484457405,100,100,100,100,18.65,19.02,19.94,20.04
71858,26260,2,1710,942,519469086,518283490,1710,942,519469086,518283490,31606,14982,3527087599,3484457405,100,100,100,100,5.41,6.29,14.73,14.87
71859,26260,2,280,231,35198135,16411231,477,335,79697150,55922918,31606,14982,3527087599,3484457405,58.7,68.96,44.16,29.35,.89,1.54,1,.47
71860,26260,2,18,10,8064854,8064854,2633,1422,282964613,281914578,31606,14982,3527087599,3484457405,.68,.7,2.85,2.86,.06,.07,.23,.23
71860,31620,2,190,93,64804549,64804549,2633,1422,282964613,281914578,24552,11596,1985880492,1984066985,7.22,6.54,22.9,22.99,.77,.8,3.26,3.27
71861,31620,2,1388,597,169577795,169571851,2258,1482,377846420,362091977,24552,11596,1985880492,1984066985,61.47,40.28,44.88,46.83,5.65,5.15,8.54,8.55
71862,26260,2,771,420,167860088,167817913,771,420,167860088,167817913,31606,14982,3527087599,3484457405,100,100,100,100,2.44,2.8,4.76,4.82
71901,26300,1,29432,14342,269826230,265948977,29491,14385,271362770,267404865,96024,50548,1902658826,1755444878,99.8,99.7,99.43,99.46,30.65,28.37,14.18,15.15
71909,26300,1,10095,5925,158971515,155432375,15508,9128,217515560,209958141,96024,50548,1902658826,1755444878,65.1,64.91,73.09,74.03,10.51,11.72,8.36,8.85
71909,30780,1,5413,3203,58544045,54525766,15508,9128,217515560,209958141,699757,306882,10874142574,10580594243,34.9,35.09,26.91,25.97,.77,1.04,.54,.52
71913,26300,1,42714,23558,279705563,254347188,43436,23942,354662731,328138040,96024,50548,1902658826,1755444878,98.34,98.4,78.87,77.51,44.48,46.61,14.7,14.49
71921,11660,2,1997,987,400232451,379690545,3652,1690,536741625,512935854,22995,10385,2286517929,2243121932,54.68,58.4,74.57,74.02,8.68,9.5,17.5,16.93
71923,11660,2,15055,6808,921557481,899515315,15637,7078,1046893578,1024218420,22995,10385,2286517929,2243121932,96.28,96.19,88.03,87.82,65.47,65.56,40.3,40.1
71933,26300,1,730,333,74148158,74148158,1616,754,246641879,246451419,96024,50548,1902658826,1755444878,45.17,44.16,30.06,30.09,.76,.66,3.9,4.22
71949,26300,1,1989,1310,610340315,538549529,1989,1310,610340315,538549529,96024,50548,1902658826,1755444878,100,100,100,100,2.07,2.59,32.08,30.68
71956,26300,1,1882,889,65554466,60054189,1882,889,65554466,60054189,96024,50548,1902658826,1755444878,100,100,100,100,1.96,1.76,3.45,3.42
71962,11660,2,792,469,429026457,428812857,792,469,429026457,428812857,22995,10385,2286517929,2243121932,100,100,100,100,3.44,4.52,18.76,19.12
71964,26300,1,3651,1509,74333692,74212165,3926,1621,89296971,89175444,96024,50548,1902658826,1755444878,93,93.09,83.24,83.22,3.8,2.99,3.91,4.23
71968,26300,1,4717,2345,291564198,254537608,4717,2345,291564198,254537608,96024,50548,1902658826,1755444878,100,100,100,100,4.91,4.64,15.32,14.5
71998,11660,2,321,16,93590,93590,321,16,93590,93590,22995,10385,2286517929,2243121932,100,100,100,100,1.4,.15,0,0
71999,11660,2,706,0,159776,159776,706,0,159776,159776,22995,10385,2286517929,2243121932,100,0,100,100,3.07,0,.01,.01
72001,30780,1,442,192,39617785,39583671,566,250,65952963,65798778,699757,306882,10874142574,10580594243,78.09,76.8,60.07,60.16,.06,.06,.36,.37
72002,30780,1,14134,5717,150547000,148711648,14134,5717,150547000,148711648,699757,306882,10874142574,10580594243,100,100,100,100,2.02,1.86,1.38,1.41
72004,38220,1,1311,629,435161013,405782228,1311,629,435161013,405782228,100258,41930,5399372944,5257793851,100,100,100,100,1.31,1.5,8.06,7.72
72007,30780,1,6708,2601,113955680,113509311,6708,2601,113955680,113509311,699757,306882,10874142574,10580594243,100,100,100,100,.96,.85,1.05,1.07
72010,42620,2,6577,2884,354648153,351812230,6577,2884,354648153,351812230,77076,32488,2699143661,2680832626,100,100,100,100,8.53,8.88,13.14,13.12
72011,30780,1,4074,1551,148316613,145922716,4074,1551,148316613,145922716,699757,306882,10874142574,10580594243,100,100,100,100,.58,.51,1.36,1.38
72012,42620,2,11986,4923,236992004,236409561,11986,4923,236992004,236409561,77076,32488,2699143661,2680832626,100,100,100,100,15.55,15.15,8.78,8.82
72015,30780,1,27307,11259,212781149,212052834,27307,11259,212781149,212052834,699757,306882,10874142574,10580594243,100,100,100,100,3.9,3.67,1.96,2
72016,30780,1,3268,1359,227244951,210416985,3268,1359,227244951,210416985,699757,306882,10874142574,10580594243,100,100,100,100,.47,.44,2.09,1.99
72019,30780,1,23346,9391,427730375,426358828,23346,9391,427730375,426358828,699757,306882,10874142574,10580594243,100,100,100,100,3.34,3.06,3.93,4.03
72020,12900,2,434,204,75925256,75860287,4295,1972,453585573,447642189,36647,16187,1998222877,1978628920,10.1,10.34,16.74,16.95,1.18,1.26,3.8,3.83
72020,42620,2,1985,973,164243553,160796125,4295,1972,453585573,447642189,77076,32488,2699143661,2680832626,46.22,49.34,36.21,35.92,2.58,2.99,6.09,6
72022,30780,1,14270,6104,39676651,39450241,14270,6104,39676651,39450241,699757,306882,10874142574,10580594243,100,100,100,100,2.04,1.99,.36,.37
72023,30780,1,35026,13652,246012175,244016317,35026,13652,246012175,244016317,699757,306882,10874142574,10580594243,100,100,100,100,5.01,4.45,2.26,2.31
72024,30780,1,3544,1605,458351061,447973242,3777,1720,535589469,522817573,699757,306882,10874142574,10580594243,93.83,93.31,85.58,85.68,.51,.52,4.22,4.23
72025,30780,1,681,321,105028177,104938630,847,399,152383051,151976583,699757,306882,10874142574,10580594243,80.4,80.45,68.92,69.05,.1,.1,.97,.99
72025,40780,2,22,12,10678146,10581272,847,399,152383051,151976583,83939,35303,4609224995,4513137726,2.6,3.01,7.01,6.96,.03,.03,.23,.23
72032,30780,1,31436,13327,315310625,295576156,31436,13327,315310625,295576156,699757,306882,10874142574,10580594243,100,100,100,100,4.49,4.34,2.9,2.79
72034,30780,1,44723,18778,147696087,145427592,44723,18778,147696087,145427592,699757,306882,10874142574,10580594243,100,100,100,100,6.39,6.12,1.36,1.37
72035,30780,1,1083,0,320344,320344,1083,0,320344,320344,699757,306882,10874142574,10580594243,100,0,100,100,.15,0,0,0
72037,30780,1,28,17,394192,394192,28,17,394192,394192,699757,306882,10874142574,10580594243,100,100,100,100,0,.01,0,0
72039,30780,1,1223,522,82657842,82616098,2131,976,151529433,151442891,699757,306882,10874142574,10580594243,57.39,53.48,54.55,54.55,.17,.17,.76,.78
72045,42620,2,1151,522,115586639,115570630,1151,522,115586639,115570630,77076,32488,2699143661,2680832626,100,100,100,100,1.49,1.61,4.28,4.31
72046,30780,1,4195,1893,557900428,537595172,4470,2125,634637063,605693831,699757,306882,10874142574,10580594243,93.85,89.08,87.91,88.76,.6,.62,5.13,5.08
72046,38220,1,275,232,76736635,68098659,4470,2125,634637063,605693831,100258,41930,5399372944,5257793851,6.15,10.92,12.09,11.24,.27,.55,1.42,1.3
72047,30780,1,969,403,81462933,81462933,969,403,81462933,81462933,699757,306882,10874142574,10580594243,100,100,100,100,.14,.13,.75,.77
72057,30780,1,1070,505,232029202,231976594,1070,505,232029202,231976594,699757,306882,10874142574,10580594243,100,100,100,100,.15,.16,2.13,2.19
72058,30780,1,15911,6212,404707311,404340072,15911,6212,404707311,404340072,699757,306882,10874142574,10580594243,100,100,100,100,2.27,2.02,3.72,3.82
72060,42620,2,505,244,126857444,125914628,666,316,167208989,166227199,77076,32488,2699143661,2680832626,75.83,77.22,75.87,75.75,.66,.75,4.7,4.7
72061,30780,1,250,96,8884848,8884848,250,96,8884848,8884848,699757,306882,10874142574,10580594243,100,100,100,100,.04,.03,.08,.08
72063,40780,2,51,22,11286525,11188324,1683,771,210493056,206489730,83939,35303,4609224995,4513137726,3.03,2.85,5.36,5.42,.06,.06,.24,.25
72065,30780,1,5207,2159,152099960,148205518,5207,2159,152099960,148205518,699757,306882,10874142574,10580594243,100,100,100,100,.74,.7,1.4,1.4
72068,42620,2,424,180,2479359,2479359,424,180,2479359,2479359,77076,32488,2699143661,2680832626,100,100,100,100,.55,.55,.09,.09
72069,25760,2,92,59,28608877,28608877,1369,1038,616856996,604902797,21757,10126,1883814425,1801758335,6.72,5.68,4.64,4.73,.42,.58,1.52,1.59
72070,30780,1,1813,919,178140786,174538069,1813,919,178140786,174538069,699757,306882,10874142574,10580594243,100,100,100,100,.26,.3,1.64,1.65
72072,30780,1,544,246,103707725,94688009,544,246,103707725,94688009,699757,306882,10874142574,10580594243,100,100,100,100,.08,.08,.95,.89
72073,38220,1,356,181,75557060,68478533,1139,621,370518592,353499482,100258,41930,5399372944,5257793851,31.26,29.15,20.39,19.37,.36,.43,1.4,1.3
72076,30780,1,37979,16922,192177826,191809667,37979,16922,192177826,191809667,699757,306882,10874142574,10580594243,100,100,100,100,5.43,5.51,1.77,1.81
72079,30780,1,45,23,14850091,14850091,786,334,61632377,60633148,699757,306882,10874142574,10580594243,5.73,6.89,24.09,24.49,.01,.01,.14,.14
72079,38220,1,741,311,46782286,45783057,786,334,61632377,60633148,100258,41930,5399372944,5257793851,94.27,93.11,75.91,75.51,.74,.74,.87,.87
72080,40780,2,40,36,40124710,40110005,662,417,246575141,245735897,83939,35303,4609224995,4513137726,6.04,8.63,16.27,16.32,.05,.1,.87,.89
72081,42620,2,7798,3287,242155280,241423917,7798,3287,242155280,241423917,77076,32488,2699143661,2680832626,100,100,100,100,10.12,10.12,8.97,9.01
72082,42620,2,1935,895,13920526,13788858,1935,895,13920526,13788858,77076,32488,2699143661,2680832626,100,100,100,100,2.51,2.75,.52,.51
72083,30780,1,237,108,14853469,14767760,237,108,14853469,14767760,699757,306882,10874142574,10580594243,100,100,100,100,.03,.04,.14,.14
72084,30780,1,764,360,196200588,195130158,1229,676,513563880,512459963,699757,306882,10874142574,10580594243,62.16,53.25,38.2,38.08,.11,.12,1.8,1.84
72085,42620,2,220,111,894234,894234,220,111,894234,894234,77076,32488,2699143661,2680832626,100,100,100,100,.29,.34,.03,.03
72086,30780,1,10727,4322,414304644,376074400,10727,4322,414304644,376074400,699757,306882,10874142574,10580594243,100,100,100,100,1.53,1.41,3.81,3.55
72087,26300,1,814,337,78214689,78214689,2051,975,198614178,198596978,96024,50548,1902658826,1755444878,39.69,34.56,39.38,39.38,.85,.67,4.11,4.46
72087,30780,1,1237,638,120399489,120382289,2051,975,198614178,198596978,699757,306882,10874142574,10580594243,60.31,65.44,60.62,60.62,.18,.21,1.11,1.14
72099,30780,1,616,0,480780,480780,616,0,480780,480780,699757,306882,10874142574,10580594243,100,0,100,100,.09,0,0,0
72102,42620,2,2873,1203,131436979,131042912,2873,1203,131436979,131042912,77076,32488,2699143661,2680832626,100,100,100,100,3.73,3.7,4.87,4.89
72103,30780,1,13078,5289,80099958,79658466,13078,5289,80099958,79658466,699757,306882,10874142574,10580594243,100,100,100,100,1.87,1.72,.74,.75
72104,30780,1,215,89,11374830,11374830,23354,9832,827950210,822785948,699757,306882,10874142574,10580594243,.92,.91,1.37,1.38,.03,.03,.1,.11
72106,30780,1,5376,2462,136314317,118852979,5376,2462,136314317,118852979,699757,306882,10874142574,10580594243,100,100,100,100,.77,.8,1.25,1.12
72111,30780,1,874,400,107702379,107702379,1362,596,151761599,151707579,699757,306882,10874142574,10580594243,64.17,67.11,70.97,70.99,.12,.13,.99,1.02
72111,42620,2,488,196,44059220,44005200,1362,596,151761599,151707579,77076,32488,2699143661,2680832626,35.83,32.89,29.03,29.01,.63,.6,1.63,1.64
72112,12900,2,82,33,22542045,21486007,11467,4613,865239529,850468590,36647,16187,1998222877,1978628920,.72,.72,2.61,2.53,.22,.2,1.13,1.09
72113,30780,1,21273,9372,72468761,67834553,21273,9372,72468761,67834553,699757,306882,10874142574,10580594243,100,100,100,100,3.04,3.05,.67,.64
72114,30780,1,12658,6313,23628128,20682519,12658,6313,23628128,20682519,699757,306882,10874142574,10580594243,100,100,100,100,1.81,2.06,.22,.2
72116,30780,1,21431,10493,17779772,17332478,21431,10493,17779772,17332478,699757,306882,10874142574,10580594243,100,100,100,100,3.06,3.42,.16,.16
72117,30780,1,12684,5388,158229727,143475461,12684,5388,158229727,143475461,699757,306882,10874142574,10580594243,100,100,100,100,1.81,1.76,1.46,1.36
72118,30780,1,22592,10066,78767179,74499417,22592,10066,78767179,74499417,699757,306882,10874142574,10580594243,100,100,100,100,3.23,3.28,.72,.7
72119,30780,1,5,3,778530,778530,5,3,778530,778530,699757,306882,10874142574,10580594243,100,100,100,100,0,0,.01,.01
72120,30780,1,31610,13557,131089305,130166218,31610,13557,131089305,130166218,699757,306882,10874142574,10580594243,100,100,100,100,4.52,4.42,1.21,1.23
72121,42620,2,2143,1060,147348741,147348741,2704,1422,185090178,185090178,77076,32488,2699143661,2680832626,79.25,74.54,79.61,79.61,2.78,3.26,5.46,5.5
72122,30780,1,927,405,274767669,269988676,927,405,274767669,269988676,699757,306882,10874142574,10580594243,100,100,100,100,.13,.13,2.53,2.55
72125,30780,1,604,271,33235213,33148859,905,410,57941670,56197455,699757,306882,10874142574,10580594243,66.74,66.1,57.36,58.99,.09,.09,.31,.31
72126,30780,1,3674,1798,533978631,525425200,3674,1798,533978631,525425200,699757,306882,10874142574,10580594243,100,100,100,100,.53,.59,4.91,4.97
72128,30780,1,814,331,58404582,58290836,814,331,58404582,58290836,699757,306882,10874142574,10580594243,100,100,100,100,.12,.11,.54,.55
72129,30780,1,1409,608,124406008,124227392,1409,608,124406008,124227392,699757,306882,10874142574,10580594243,100,100,100,100,.2,.2,1.14,1.17
72131,30780,1,1214,509,94232657,94232657,4631,2383,356261537,338940248,699757,306882,10874142574,10580594243,26.21,21.36,26.45,27.8,.17,.17,.87,.89
72132,30780,1,599,254,76430076,76372137,3242,1394,162367714,157658263,699757,306882,10874142574,10580594243,18.48,18.22,47.07,48.44,.09,.08,.7,.72
72132,38220,1,2643,1140,85937638,81286126,3242,1394,162367714,157658263,100258,41930,5399372944,5257793851,81.52,81.78,52.93,51.56,2.64,2.72,1.59,1.55
72135,30780,1,2623,1142,219745260,183897233,2623,1142,219745260,183897233,699757,306882,10874142574,10580594243,100,100,100,100,.37,.37,2.02,1.74
72136,42620,2,1772,752,133066561,132621596,1772,752,133066561,132621596,77076,32488,2699143661,2680832626,100,100,100,100,2.3,2.31,4.93,4.95
72137,42620,2,1825,776,135945111,135851658,2555,1091,176733376,176619227,77076,32488,2699143661,2680832626,71.43,71.13,76.92,76.92,2.37,2.39,5.04,5.07
72139,42620,2,216,104,1072958,1072958,216,104,1072958,1072958,77076,32488,2699143661,2680832626,100,100,100,100,.28,.32,.04,.04
72142,30780,1,2499,1104,287905742,269458716,2499,1104,287905742,269458716,699757,306882,10874142574,10580594243,100,100,100,100,.36,.36,2.65,2.55
72143,42620,2,35141,14362,775313551,769292952,35169,14381,794997281,788976682,77076,32488,2699143661,2680832626,99.92,99.87,97.52,97.51,45.59,44.21,28.72,28.7
72149,42620,2,0,0,29652,29652,0,0,29652,29652,77076,32488,2699143661,2680832626,0,0,100,100,0,0,0,0
72150,30780,1,11887,5114,756119323,754974359,12006,5171,761204029,760025548,699757,306882,10874142574,10580594243,99.01,98.9,99.33,99.34,1.7,1.67,6.95,7.14
72150,38220,1,119,57,5084706,5051189,12006,5171,761204029,760025548,100258,41930,5399372944,5257793851,.99,1.1,.67,.66,.12,.14,.09,.1
72152,38220,1,429,262,198790805,190219095,429,262,198790805,190219095,100258,41930,5399372944,5257793851,100,100,100,100,.43,.62,3.68,3.62
72160,30780,1,42,19,26486134,22886501,10736,5137,919160037,870327339,699757,306882,10874142574,10580594243,.39,.37,2.88,2.63,.01,.01,.24,.22
72160,38220,1,86,98,140326609,130319115,10736,5137,919160037,870327339,100258,41930,5399372944,5257793851,.8,1.91,15.27,14.97,.09,.23,2.6,2.48
72165,12900,2,111,53,13095360,13095360,111,53,13095360,13095360,36647,16187,1998222877,1978628920,100,100,100,100,.3,.33,.66,.66
72167,30780,1,1273,531,92477948,92408981,1719,702,116146586,116077619,699757,306882,10874142574,10580594243,74.05,75.64,79.62,79.61,.18,.17,.85,.87
72168,38220,1,1834,226,119364292,117047151,1834,226,119364292,117047151,100258,41930,5399372944,5257793851,100,100,100,100,1.83,.54,2.21,2.23
72173,30780,1,9041,3433,248525600,247932577,9078,3449,248831353,248238330,699757,306882,10874142574,10580594243,99.59,99.54,99.88,99.88,1.29,1.12,2.29,2.34
72173,42620,2,37,16,305753,305753,9078,3449,248831353,248238330,77076,32488,2699143661,2680832626,.41,.46,.12,.12,.05,.05,.01,.01
72175,38220,1,354,190,120711450,118165255,354,190,120711450,118165255,100258,41930,5399372944,5257793851,100,100,100,100,.35,.45,2.24,2.25
72176,30780,1,7797,3103,127482749,126988182,8141,3260,206027342,205462785,699757,306882,10874142574,10580594243,95.77,95.18,61.88,61.81,1.11,1.01,1.17,1.2
72181,30780,1,62,21,3260527,3260527,62,21,3260527,3260527,699757,306882,10874142574,10580594243,100,100,100,100,.01,.01,.03,.03
72201,30780,1,1024,902,3452016,3134578,1024,902,3452016,3134578,699757,306882,10874142574,10580594243,100,100,100,100,.15,.29,.03,.03
72202,30780,1,9978,6311,25988898,22473183,9978,6311,25988898,22473183,699757,306882,10874142574,10580594243,100,100,100,100,1.43,2.06,.24,.21
72204,30780,1,32505,13800,40605682,40019363,32505,13800,40605682,40019363,699757,306882,10874142574,10580594243,100,100,100,100,4.65,4.5,.37,.38
72205,30780,1,23000,12159,20343745,20243176,23000,12159,20343745,20243176,699757,306882,10874142574,10580594243,100,100,100,100,3.29,3.96,.19,.19
72206,30780,1,25624,11394,310848426,295564648,25624,11394,310848426,295564648,699757,306882,10874142574,10580594243,100,100,100,100,3.66,3.71,2.86,2.79
72207,30780,1,10344,5461,7914195,7911501,10344,5461,7914195,7911501,699757,306882,10874142574,10580594243,100,100,100,100,1.48,1.78,.07,.07
72209,30780,1,32376,13437,43581182,42685836,32376,13437,43581182,42685836,699757,306882,10874142574,10580594243,100,100,100,100,4.63,4.38,.4,.4
72210,30780,1,14258,6389,132562279,130941140,14258,6389,132562279,130941140,699757,306882,10874142574,10580594243,100,100,100,100,2.04,2.08,1.22,1.24
72211,30780,1,21288,10503,19661132,19491763,21288,10503,19661132,19491763,699757,306882,10874142574,10580594243,100,100,100,100,3.04,3.42,.18,.18
72212,30780,1,12705,5329,17225220,17146435,12705,5329,17225220,17146435,699757,306882,10874142574,10580594243,100,100,100,100,1.82,1.74,.16,.16
72223,30780,1,19890,8435,160165554,155142850,19890,8435,160165554,155142850,699757,306882,10874142574,10580594243,100,100,100,100,2.84,2.75,1.47,1.47
72227,30780,1,11462,5879,10289123,9766442,11462,5879,10289123,9766442,699757,306882,10874142574,10580594243,100,100,100,100,1.64,1.92,.09,.09
72301,32820,1,26069,10892,49126422,48920238,26069,10892,49126422,48920238,1316100,550896,12171451199,11856577553,100,100,100,100,1.98,1.98,.4,.41
72315,14180,2,23966,10850,674940630,652362025,23966,10850,674940630,652362025,46480,20459,2382302353,2332475973,100,100,100,100,51.56,53.03,28.33,27.97
72321,14180,2,154,70,3576992,3576992,154,70,3576992,3576992,46480,20459,2382302353,2332475973,100,100,100,100,.33,.34,.15,.15
72322,22620,2,195,80,5035060,5035060,195,80,5035060,5035060,28258,10903,1664098783,1644048592,100,100,100,100,.69,.73,.3,.31
72324,27860,1,24,11,5906605,5906605,1978,885,328123177,327400501,121026,51438,3823558945,3795873677,1.21,1.24,1.8,1.8,.02,.02,.15,.16
72325,32820,1,43,21,14609987,14609987,43,21,14609987,14609987,1316100,550896,12171451199,11856577553,100,100,100,100,0,0,.12,.12
72326,22620,2,2124,999,211645011,210118810,2267,1055,217066836,215540635,28258,10903,1664098783,1644048592,93.69,94.69,97.5,97.48,7.52,9.16,12.72,12.78
72327,32820,1,1732,794,265661902,264221261,1732,794,265661902,264221261,1316100,550896,12171451199,11856577553,100,100,100,100,.13,.14,2.18,2.23
72328,25760,2,40,21,26016559,26016559,64,44,142368530,140047094,21757,10126,1883814425,1801758335,62.5,47.73,18.27,18.58,.18,.21,1.38,1.44
72329,14180,2,80,42,35517487,35517487,80,42,35517487,35517487,46480,20459,2382302353,2332475973,100,100,100,100,.17,.21,1.49,1.52
72330,14180,2,756,294,106309907,106309907,756,294,106309907,106309907,46480,20459,2382302353,2332475973,100,100,100,100,1.63,1.44,4.46,4.56
72331,32820,1,3079,1320,258498260,257961070,3184,1378,372626632,370441883,1316100,550896,12171451199,11856577553,96.7,95.79,69.37,69.64,.23,.24,2.12,2.18
72332,32820,1,104,32,172173,172173,104,32,172173,172173,1316100,550896,12171451199,11856577553,100,100,100,100,.01,.01,0,0
72333,25760,2,667,317,171132928,160894544,667,317,171132928,160894544,21757,10126,1883814425,1801758335,100,100,100,100,3.07,3.13,9.08,8.93
72335,22620,2,20113,7082,401964220,395318723,20121,7086,420041039,412801099,28258,10903,1664098783,1644048592,99.96,99.94,95.7,95.76,71.18,64.95,24.16,24.05
72338,14180,2,43,15,14192088,13600272,52,20,80366092,74361981,46480,20459,2382302353,2332475973,82.69,75,17.66,18.29,.09,.07,.6,.58
72338,32820,1,9,5,66174004,60761709,52,20,80366092,74361981,1316100,550896,12171451199,11856577553,17.31,25,82.34,81.71,0,0,.54,.51
72339,32820,1,204,90,18490146,18490146,204,90,18490146,18490146,1316100,550896,12171451199,11856577553,100,100,100,100,.02,.02,.15,.16
72340,22620,2,90,35,21119208,21028277,90,35,21119208,21028277,28258,10903,1664098783,1644048592,100,100,100,100,.32,.32,1.27,1.28
72342,25760,2,5532,2708,241782621,231233559,5532,2708,241782621,231233559,21757,10126,1883814425,1801758335,100,100,100,100,25.43,26.74,12.83,12.83
72346,22620,2,689,338,204483501,203336042,697,342,213789548,212577463,28258,10903,1664098783,1644048592,98.85,98.83,95.65,95.65,2.44,3.1,12.29,12.37
72348,22620,2,1827,822,202210708,199309417,2594,1479,463261855,424963599,28258,10903,1664098783,1644048592,70.43,55.58,43.65,46.9,6.47,7.54,12.15,12.12
72348,32820,1,721,628,232564958,197559591,2594,1479,463261855,424963599,1316100,550896,12171451199,11856577553,27.79,42.46,50.2,46.49,.05,.11,1.91,1.67
72350,14180,2,1226,559,203590786,200637813,1226,559,203590786,200637813,46480,20459,2382302353,2332475973,100,100,100,100,2.64,2.73,8.55,8.6
72351,14180,2,835,348,16994992,16994992,835,348,16994992,16994992,46480,20459,2382302353,2332475973,100,100,100,100,1.8,1.7,.71,.73
72353,25760,2,114,53,86564775,84112121,114,53,86564775,84112121,21757,10126,1883814425,1801758335,100,100,100,100,.52,.52,4.6,4.67
72354,14180,2,82,35,32976510,32976510,2470,1107,130575144,130524961,46480,20459,2382302353,2332475973,3.32,3.16,25.25,25.26,.18,.17,1.38,1.41
72354,27860,1,2388,1072,97598634,97548451,2470,1107,130575144,130524961,121026,51438,3823558945,3795873677,96.68,96.84,74.75,74.74,1.97,2.08,2.55,2.57
72355,25760,2,2436,1074,248718738,248647968,2768,1259,270469807,270399037,21757,10126,1883814425,1801758335,88.01,85.31,91.96,91.96,11.2,10.61,13.2,13.8
72358,14180,2,1690,616,158205011,152983391,1690,616,158205011,152983391,46480,20459,2382302353,2332475973,100,100,100,100,3.64,3.01,6.64,6.56
72359,22620,2,430,201,5628272,5465422,430,201,5628272,5465422,28258,10903,1664098783,1644048592,100,100,100,100,1.52,1.84,.34,.33
72364,32820,1,15831,6323,194204296,187833290,15831,6323,194204296,187833290,1316100,550896,12171451199,11856577553,100,100,100,100,1.2,1.15,1.6,1.58
72365,27860,1,3146,1432,134108941,132644829,3146,1432,134108941,132644829,121026,51438,3823558945,3795873677,100,100,100,100,2.6,2.78,3.51,3.49
72366,25760,2,2527,1234,347707836,347596709,2543,1244,379209150,378890210,21757,10126,1883814425,1801758335,99.37,99.2,91.69,91.74,11.61,12.19,18.46,19.29
72367,25760,2,108,79,200763231,180229180,108,79,200763231,180229180,21757,10126,1883814425,1801758335,100,100,100,100,.5,.78,10.66,10
72370,14180,2,8606,3717,293437699,293055508,8606,3717,293437699,293055508,46480,20459,2382302353,2332475973,100,100,100,100,18.52,18.17,12.32,12.56
72372,22620,2,1712,795,259665603,259298406,1945,904,327034269,326667072,28258,10903,1664098783,1644048592,88.02,87.94,79.4,79.38,6.06,7.29,15.6,15.77
72374,25760,2,876,383,108845114,108676632,876,383,108845114,108676632,21757,10126,1883814425,1801758335,100,100,100,100,4.03,3.78,5.78,6.03
72376,32820,1,1977,849,230550818,221894087,1977,849,230550818,221894087,1316100,550896,12171451199,11856577553,100,100,100,100,.15,.15,1.89,1.87
72377,27860,1,36,25,2037580,1999634,36,25,2037580,1999634,121026,51438,3823558945,3795873677,100,100,100,100,.03,.05,.05,.05
72383,25760,2,53,31,13305134,13305134,53,31,13305134,13305134,21757,10126,1883814425,1801758335,100,100,100,100,.24,.31,.71,.74
72384,32820,1,953,447,248068429,239469399,953,447,248068429,239469399,1316100,550896,12171451199,11856577553,100,100,100,100,.07,.08,2.04,2.02
72386,14180,2,269,137,64302478,64266795,1777,820,305312426,303149388,46480,20459,2382302353,2332475973,15.14,16.71,21.06,21.2,.58,.67,2.7,2.76
72386,27860,1,1319,590,133305434,132834861,1777,820,305312426,303149388,121026,51438,3823558945,3795873677,74.23,71.95,43.66,43.82,1.09,1.15,3.49,3.5
